Country,Market,Date,Product,Price Min,Price Max,Unit,Change,URL
Poland,Gdansk (Renk),09.04.2026,lilia(k),3.35 €,3.77 €,10 gałązek,+6.3%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,lily,3.35 €,3.77 €,10 gałązek,+3.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,limonium,8.38 €,18.85 €,25 psc,-10.3%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,lisianthus,1.68 €,2.51 €,20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,ornithogalum,0.63 €,0.84 €,10 psc,+105.9%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,protea,3.77 €,6.28 €,10 psc,-15.8%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose,2.51 €,4.19 €,pot,+6.7%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose abigeile,0.58 €,1.47 €,20 psc,-9.3%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose all star,0.63 €,2.09 €,20 psc,+20.9%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose annabel,0.63 €,2.09 €,20 psc,+20.9%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose apolonia,0.63 €,2.09 €,20 psc,+8.3%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose belinda,0.63 €,1.68 €,20 psc,+22.2%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose bombastic lady,1.05 €,2.72 €,20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose botanic red,0.52 €,1.26 €,20 psc,-29.2%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose burgundy,0.52 €,1.36 €,20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose celebration,0.52 €,1.36 €,20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose charmant,0.52 €,1.36 €,20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose dali,0.52 €,1.26 €,20 psc,-8.1%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose duett,0.52 €,1.36 €,20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose el toro,0.31 €,1.05 €,20 psc,-10.3%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose espania,0.58 €,1.47 €,20 psc,-9.3%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose etna,0.52 €,1.36 €,20 psc,-10.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose farfalla,0.52 €,1.36 €,20 psc,-10.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose global water,0.52 €,1.36 €,20szt,-10.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose grand prix,0.52 €,1.36 €,20 psc,-10.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose high&magic,0.52 €,1.36 €,20 psc,-10.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose ilios,0.52 €,1.36 €,20 psc,-10.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose jumilia,0.58 €,1.47 €,20 psc,-9.3%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose lady in red,0.63 €,1.68 €,20 psc,+4.8%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose lazise,0.58 €,1.47 €,20 psc,-9.3%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose magimoto,0.52 €,1.36 €,20 psc,-10.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose marie claire,0.52 €,1.36 €,20 psc,-10.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose maritim,0.52 €,1.36 €,20 psc,-10.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose mariyo,0.52 €,1.36 €,20 psc,-10.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose memory line,0.52 €,1.36 €,20 psc,-10.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose merci cherie,0.42 €,1.15 €,20 psc,-6.3%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose mighty,0.58 €,1.47 €,20 psc,-9.3%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose passion,0.52 €,1.36 €,20 psc,-10.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose penny lane,0.63 €,2.09 €,20 psc,+23.8%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose prestige,0.63 €,1.68 €,20 psc,+4.8%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose prima ballerina,0.52 €,1.36 €,20 psc,-10.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose red eagle,0.52 €,1.26 €,20 psc,-5.6%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose red knight,0.52 €,1.26 €,20 psc,-8.1%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose red naomi,0.52 €,1.26 €,20 psc,-5.6%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose red paris,0.52 €,1.36 €,20 psc,-10.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose red ribbon,0.58 €,1.47 €,20 psc,+8.3%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose ruby red,0.63 €,1.47 €,20 psc,+11.1%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose sansibar,0.58 €,1.47 €,20 psc,-9.3%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose savita,0.68 €,1.47 €,20 psc,-4.7%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose single malt,0.58 €,1.47 €,20 psc,+5.4%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose sophia loren,0.58 €,1.47 €,20 psc,-9.3%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose spectra,0.42 €,1.15 €,20 psc,-6.3%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose sphinx,0.52 €,1.36 €,20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose talea,0.58 €,1.47 €,20 psc,-9.3%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose testarosa,0.52 €,1.36 €,20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose upper class,0.52 €,1.36 €,20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,rose white naomi,0.52 €,1.36 €,20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,stock,1.15 €,1.36 €,10 psc,-11.1%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,storczyk cymbidium,3.14 €,10.47 €,1 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,storczyk tajlandzki,1.26 €,1.47 €,10 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,strelicja,3.35 €,4.19 €,1 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,sunflower,1.68 €,1.78 €,psc,+57.1%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,szparag pierzasty,8.38 €,16.75 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,tulip,0.42 €,0.52 €,25 psc,+12.5%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,tulipan(k),0.42 €,0.46 €,25 psc,+10.5%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Gdansk (Renk),09.04.2026,żonkil,0.42 €,0.63 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/gdansk-renk
Poland,Kalisz (Gielda Kaliska),30.07.2026,apple Gala domestic,8.38 €,8.38 €,13 kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,apple Ligol domestic,8.38 €,8.38 €,13 kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,apple celesta domestic,8.38 €,8.38 €,13 kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,apple early geneva domestic,8.38 €,8.38 €,13 kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,apple jonagored domestic,8.38 €,8.38 €,13 kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,apple papierówka domestic,10.47 €,10.47 €,13 kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,apple paulared domestic,8.38 €,8.38 €,13 kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,apple piros domestic,8.38 €,8.38 €,13 kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,apple shampion domestic,8.38 €,8.38 €,13 kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,apricot domestic,0.84 €,1.68 €,kg,-7.7%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,arugula import,0.73 €,0.73 €,100 g,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,avocado import,0.63 €,1.26 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,bananas import,16.75 €,18.85 €,18 kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,beetroots red domestic,0.17 €,0.21 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,bilberry domestic,9.42 €,9.42 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,blackberries domestic,3.14 €,3.14 €,"0,5 kg",+25.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,blueberry American domestic,0.84 €,0.84 €,250 g,-11.1%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,broad bean domestic,2.51 €,2.93 €,kg,+8.3%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,broccoli domestic,0.52 €,0.73 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,cabbage chinese cabbage domestic,0.42 €,0.63 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,cabbage pickled domestic,0.84 €,0.84 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,cabbage pointed domestic,0.84 €,0.84 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,cabbage red domestic,0.31 €,0.31 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,cabbage red young domestic,0.42 €,0.42 €,psc,-27.3%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,cabbage savoy domestic,0.84 €,0.84 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,cabbage white domestic,0.31 €,0.31 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,cabbage white young domestic,0.42 €,0.73 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,carrot - Poland,0.25 €,0.38 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,carrots with greens domestic,0.52 €,0.63 €,bunch,+10.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,cauliflower domestic,1.05 €,1.47 €,psc,+20.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,celery domestic,0.42 €,1.05 €,kg,+40.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,celery with greens domestic,0.42 €,0.42 €,bunch,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,cherry domestic,1.68 €,1.68 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,chives domestic,2.09 €,2.51 €,bunch 10,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,cucumber field domestic,0.84 €,1.26 €,kg,+25.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,cucumber glasshouse domestic,1.05 €,1.15 €,kg,+5.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,cucumber pickled domestic,1.47 €,1.47 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,cucumber pickled lightly salted domestic,2.09 €,2.09 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,currant black domestic,3.14 €,3.14 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,currant red domestic,2.09 €,2.09 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,dill domestic,2.51 €,3.14 €,bunch 10,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,dill domestic,2.51 €,3.14 €,bunch 10,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,garlic domestic,0.31 €,0.52 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,garlic import,1.47 €,1.68 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,grapefruits import,1.05 €,1.47 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,grapes dark import,3.14 €,4.19 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,grapes white import,3.14 €,4.19 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,green beans asparagus green domestic,2.93 €,2.93 €,kg,+16.7%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,green beans asparagus yellow domestic,2.51 €,2.93 €,kg,+18.2%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,green beans mammoth domestic,3.14 €,3.14 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,greengage domestic,1.26 €,1.26 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,greengage import,1.47 €,1.47 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,greens parsley domestic,2.09 €,2.09 €,bunch 10,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,horseradish domestic,3.35 €,4.19 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,kiwi import,1.68 €,3.77 €,tray,-7.1%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,kohlrabi - Poland,0.52 €,0.52 €,psc,+11.1%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,lamb's lettuce import,0.73 €,0.73 €,100 g,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,leek domestic,0.31 €,0.42 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,lemons import,20.94 €,20.94 €,10kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,lettuce crumbled domestic,6.28 €,7.33 €,12 psc,+8.3%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,lettuce domestic,5.24 €,6.28 €,12 psc,+10.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,lettuce iceberg domestic,0.84 €,0.84 €,psc,+14.3%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,limes import,2.93 €,2.93 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,mandarins import,16.75 €,16.75 €,10 kg,-20.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,mangoes import,1.68 €,2.51 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,marrow domestic,0.84 €,0.84 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,melon import,1.68 €,2.51 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,mushrooms domestic,2.09 €,2.09 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,nectarine domestic,1.26 €,1.26 €,kg,+9.1%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,nectarine import,1.26 €,1.26 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,onion garlic domestic,0.84 €,0.84 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,onion red domestic,0.52 €,0.63 €,kg,+10.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,onion white domestic,0.63 €,0.63 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,onion with chives domestic,0.42 €,0.52 €,bunch,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,onion with skin domestic,0.25 €,0.31 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,oranges import,8.38 €,16.75 €,10 kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,parsley root domestic,0.63 €,1.26 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,parsley root with greens domestic,0.42 €,0.63 €,bunch,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,peach domestic,0.84 €,1.26 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,pear Conference domestic,1.05 €,1.05 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,pear import,1.47 €,1.47 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,pepper green domestic,1.05 €,1.05 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,pepper red domestic,1.47 €,1.47 €,kg,-6.7%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,pepper yellow domestic,1.47 €,1.68 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,pineapple import,1.05 €,3.14 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,plum herman domestic,1.05 €,1.05 €,kg,-9.1%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,plum lepotica domestic,0.84 €,0.84 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,plum rana domestic,1.05 €,1.05 €,kg,-9.1%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,plum walor domestic,1.05 €,1.05 €,kg,-28.6%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,potato early domestic,1.68 €,2.09 €,15kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,radish domestic,0.31 €,0.42 €,bunch,+16.7%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,raspberries domestic,3.77 €,4.19 €,"0,5 kg",+40.7%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,rhubarb domestic,0.84 €,0.84 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,spinach domestic,1.05 €,1.05 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,strawberries Poland,3.14 €,4.19 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
Poland,Kalisz (Gielda Kaliska),30.07.2026,sunflower domestic,1.05 €,1.05 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/kalisz-gielda-kaliska
